Nachname;Vorname;Partei-Nr;Land-Nr.;Platz;Wahlkreis - Nr.
Sander;Bernhard;13;;;103
Sander;Daniel;6;1; 7 ;281
Sandmüller;Maik;26;14; 7 ;  
Sandow;Mike;22;4; 7 ;58
Sänger;Björn;17;7; 7 ;168
Saphörster-Heimbach;Sabine;8;2; 50 ;  
Sarrazin;Manuel;4;6; 2 ;24
Saß;Helmut;22;;;23
Saß;Ronald;;;;20
Sauer;Michael Willy;8;2; 41 ;  
Sauer;Theo;6;1; 44 ;  
Sauter;Herbert;14;1; 5 ;  
Sauter;Matthias;20;9; 8 ;  
Sawade;Annette;29;1; 18 ;268
Schaaf;Anton;29;10; 57 ;119
Schaarschmidt;Christian;14;4; 2 ;  
Schabedoth;Dr. Hans-Joachim;29;7; 14 ;176
Schäben;Reinhold;22;;;109
Schade;Stefan;;;;290
Schädlich;Gerald Rudolf Hermann;17;;;118
Schadwinkel;Regina Klothild;23;9; 5 ;  
Schaefer;Dr. Maike;4;5; 3 ;  
Schäfer;Andreas;22;1; 5 ;277
Schäfer;Anita;6;11; 7 ;211
Schäfer;Axel;29;10; 52 ;141
Schäfer;Jürgen;6;1; 36 ;  
Schäfer;Michael;22;14; 2 ;  
Schäfer;Paul Georg;13;10; 4 ;97
Schäfer;Uwe;22;15; 1 ;8
Schaffarczyk;Gerhard;3;2; 37 ;  
Schäffler;Frank;17;10; 11 ;134
Schalk;Markus;13;9; 12 ;33
Schanne;Dr. Rainer;23;11; 10 ;  
Schantz;Peter;17;3; 8 ;81
Schaper;Dr. Marcus;4;;;47
Schappert;Karl-Heinz;2;1; 7 ;  
Schär;Herbert;20;2; 7 ;  
Schardelmann;Tim;17;9; 17 ;35
Schardt;Marion;17;7; 24 ;  
Scharfenberg;Elisabeth;4;2; 7 ;239
Scharff;Alexander;13;16; 8 ;189
Schättiger;Anna-Katharina;6;15; 29 ;  
Schätzlein;Helmut;;;;248
Schäuble;Dr. Wolfgang;6;1; 1 ;284
Schäuble;Jürgen;20;11; 4 ;  
Schauws;Ursula;4;10; 15 ;115
Schavan;Dr. Annette;6;1; 2 ;291
Schedlbauer;Karl;3;2; 36 ;253
Scheel;Christine;4;2; 3 ;247
Scheelen;Bernd;29;10; 13 ;111
Scheer;Dr. Hermann;29;1; 8 ;264
Scheerer;Friedrich;29;1; 34 ;286
Scheffler;Maik;22;13; 5 ;  
Scheffler;Marco;;;;21
Scheibe;Martin;14;13; 8 ;  
Scheibleger;Andreas;26;2; 9 ;  
Scheibleger;Matthias;26;2; 11 ;  
Scheinert;Katharina;;;;294
Schelle;Gerhard;22;;;244
Scheller;Julia;20;1; 2 ;  
Schellhammer;Pia;4;11; 5 ;207
Schenk;Karsten;6;7; 46 ;  
Schepke;Dr. Frank;;;;6
Schepke;Mark;;;;8
Scherer;Philipp;26;;;208
Scherer;Prof. Dr. Dr. Christian;6;9; 46 ;  
Scherer;Ursula;6;1; 43 ;  
Scheuch-Paschkewitz;Heidemarie;13;7; 5 ;171
Scheuer;Dr. Andreas;8;;;229
Schichel;David;4;;;104
Schick;Dr. Gerhard;4;1; 4 ;275
Schicke;Jens-Wolfhard;26;9; 5 ;51
Schieber;Alois;5;2; 11 ;217
Schieder;Marianne;29;2; 6 ;234
Schieder;Werner;29;2; 15 ;235
Schiefner;Udo;29;10; 21 ;112
Schiemann;Nico;22;;;272
Schiergott;Cornelia;6;14; 12 ;  
Schiewerling;Karl Richard Maria;6;;;128
Schiffer;Hans Lothar;17;10; 34 ;104
Schilke;Barbara;20;8; 1 ;  
Schill;Albert;6;13; 11 ;  
Schily;Dr. Konrad;17;;;140
Schimmel;Wolfgang;22;15; 7 ;4
Schimmer-Göresz;Gabriela;23;2; 8 ;  
Schincke;Herold Albert;;;;122
Schindler;Jörg;13;14; 8 ;71
Schindler;Norbert;6;11; 5 ;209
Schipanski;Tankred;6;16; 7 ;192
Schirmbeck;Georg;6;9; 24 ;39
Schirrah;Alexander;29;12; 7 ;  
Schlage;Britta Sylvia;29;6; 6 ;  
Schläger;Tobias;29;16; 11 ;  
Schlappa;Richard;13;;;246
Schlecht;Michael;13;1; 4 ;275
Schlegelberger;Laura;6;15; 16 ;  
Schlesinger;Paul Friedrich Georg Martin;20;;;123
Schlett;Gudrun;13;2; 9 ;245
Schlierer;Dr. Rolf;14;1; 1 ;  
Schlierer;Gertraude;14;1; 17 ;  
Schlierf;Hanns-Dieter;23;2; 12 ;226
Schlitter-Bankloh;Bernd;20;10; 14 ;  
Schlottmann;Klaus-Dieter;24;;;46
Schlude;Bärbel;14;2; 22 ;  
Schlüter;Andrew;20;3; 1 ;83
Schlüter;Sanja;20;3; 7 ;  
Schmagold;Philipp;4;7; 24 ;170
Schmalcz;Andreas;8;2; 57 ;  
Schmid;Brigitte;4;;;291
Schmid;Hans;6;11; 23 ;  
Schmid;Walter;13;;;291
Schmidberger;Werner;2;1; 6 ;  
Schmidinger;Michaela;11;1; 1 ;  
Schmidt;Andreas;6;10; 26 ;119
Schmidt;Birger;26;;;241
Schmidt;Carina;17;1; 21 ;276
Schmidt;Christel;14;11; 2 ;  
Schmidt;Christian;8;2; 12 ;243
Schmidt;Dagmar;29;7; 12 ;173
Schmidt;Dr. Frithjof;4;10; 4 ;141
Schmidt;Edda;22;1; 3 ;290
Schmidt;Ekkehard;29;7; 39 ;  
Schmidt;Franz;17;2; 48 ;217
Schmidt;Gabriele;6;1; 17 ;  
Schmidt;Hans;22;;;295
Schmidt;Heiko;4;;;249
Schmidt;Ingrid;7;2; 6 ;  
Schmidt;Karlheinz;7;2; 2 ;  
Schmidt;Marion Beate Friederike;20;2; 10 ;  
Schmidt;Miriam;29;10; 42 ;  
Schmidt;Renate;20;1; 14 ;  
Schmidt;Rudolf;24;5; 5 ;  
Schmidt;Rudolf Lothar;13;13; 15 ;162
Schmidt;Silvia;29;14; 3 ;75
Schmidt;Stefan;29;12; 16 ;  
Schmidt;Tim;26;3; 5 ;  
Schmidt;Ulla;29;10; 4 ;88
Schmidt-Berg;Lars;6;9; 38 ;  
Schmidt-Riediger;Ekkehard Arno Walter;6;9; 35 ;  
Schmidt-Rose;Christiane;6;16; 10 ;  
Schmitt;Brigitte Maria;16;11; 7 ;  
Schmitt;Christian;17;12; 2 ;299
Schmitt;Heinz;29;11; 11 ;212
Schmitt;Ingo;6;;;81
Schmitt;Michael;16;11; 2 ;  
Schmitt;Thomas;6;12; 14 ;  
Schmitz;Andreas;4;;;100
Schmitz;Christian;29;11; 25 ;  
Schmitz;Jürgen Theo;;;;93
Schmoll;Dominik;29;12; 12 ;  
Schmück;Ulrich;17;15; 7 ;2
Schnarre;Hermann August;22;;;121
Schneider;Andreas;;;;117
Schneider;Astrid;4;3; 9 ;  
Schneider;Carsten;29;16; 1 ;193
Schneider;Dr. Heinz-Joachim Herbert;14;16; 1 ;  
Schneider;Franz-Herbert;14;10; 13 ;  
Schneider;Gerda;6;1; 56 ;  
Schneider;Guntram;29;;;133
Schneider;Horst;13;6; 8 ;  
Schneider;Maria Magdalena;6;12; 17 ;  
Schneider;Matthias;4;;;117
Schneider;Norbert;13;16; 9 ;196
Schneider;Philipp;29;12; 15 ;  
Schneider;Sebastian;26;3; 6 ;  
Schneider;Steffen;22;;;195
Schneider;Ulrich;4;1; 18 ;267
Schneider;Volker;13;;;296
Schneiderbauer;Franz Xaver;14;2; 23 ;  
Schneidewind-Hartnagel;Charlotte;4;1; 13 ;277
Schnell;Jochim;22;9; 11 ;40
Schnieder;Patrick;6;11; 12 ;203
Schnittke;Monya;4;;;122
Schnorr;Michael;22;;;103
Schnur;Toralf;17;8; 5 ;17
Schnurr;Christoph;17;7; 8 ;183
Schöberl;Rudi;13;;;230
Schock;Thomas Friedrich;13;;;139
Schockenhoff;Dr. Andreas;6;;;294
Schoen;Carolin;8;2; 37 ;  
Scholl;Alexander;22;;;267
Scholz;Frank;5;3; 10 ;78
Scholz;Günter;14;13; 2 ;  
Scholz;Marcell;14;13; 10 ;  
Scholz;Mike;14;16; 3 ;  
Scholz;Olaf;29;6; 1 ;20
Schon;Manuela;13;7; 9 ;  
Schönbeck;Friedrich;;;;291
Schöne;Tilo;14;2; 16 ;  
Schönfeld;Renate;10;3; 6 ;  
Schönfeld;Siegfried;4;;;123
Schönig;Detlef;13;1; 16 ;293
Schönwald;Uwe;11;14; 3 ;  
Schopf;Alexander;17;1; 20 ;265
Schoppen;Susanne;17;7; 39 ;  
Schöps;Richard;3;2; 38 ;  
Schöps;Steffen;17;1; 25 ;278
Schott;Erwin;15;;;206
Schowald;Fritz;15;1; 8 ;  
Schrader;Hartmut;;;;179
Schramm;Henning;6;8; 12 ;  
Schramm;Inge;;;;242
Schramm;Robert;23;11; 18 ;  
Schreiber;Elke;29;15; 17 ;  
Schreiber;Peter;22;;;156
Schreiner;Bernd Nobert Harry;26;16; 3 ;  
Schreiner;Bertold;5;1; 6 ;  
Schreiner;Ottmar;29;12; 2 ;297
Schröder;Dr. Ole;6;15; 2 ;7
Schröder;Jendrik;29;9; 33 ;  
Schröder;Patrick Hermann;22;2; 6 ;225
Schröder;Thea;15;2; 11 ;  
Schröder;Ulrich;13;;;30
Schröer;Petra;29;10; 70 ;  
Schrutek;Andrea;13;13; 13 ;165
Schubert;Jörg Hans;22;;;163
Schubert;Katina;13;4; 7 ;  
Schubert;Prof. Gottfried;14;2; 3 ;223
Schubeus;Arnd;14;10; 5 ;  
Schuchalter-Eicke;Gabriele;4;7; 23 ;179
Schuchmann;Dr. Lothar;13;;;288
Schuder;Robert;3;2; 42 ;  
Schui;Herbert Karl;13;9; 4 ;37
Schulenburg;Graf von der Friedrich-Werner;22;;;50
Schülke;Heiner Helmut Willi;17;9; 11 ;41
Schüllenbach-Schöne;Monika;21;2; 3 ;  
Schulte;Oliver;8;2; 38 ;  
Schulte;Peter;13;10; 29 ;149
Schulte-Drüggelte;Bernhard;6;10; 17 ;147
Schultheiß;Daniel;26;16; 1 ;  
Schultz;Frank;26;8; 4 ;  
Schultz;Vasco;13;;;23
Schultz;Velda;23;6; 4 ;  
Schulz;Dieter;22;;;140
Schulz;Dr. Andreas;4;7; 12 ;  
Schulz;Dr. Horst;19;4; 7 ;  
Schulz;Gerhard-Walter;13;;;48
Schulz;Herbert Heinrich Paul;13;;;21
Schulz;Ines Rosika;15;3; 6 ;  
Schulz;Jimmy;17;2; 10 ;222
Schulz;Katrin;6;15; 12 ;  
Schulz;Rico;5;13; 13 ;159
Schulz;Roland;11;4; 2 ;  
Schulz;Swen;29;3; 3 ;79
Schulze;Erik;22;14; 10 ;  
Schulze;Karl-Heinz;20;8; 3 ;  
Schulze;Prof. Dr. Joachim;4;;;158
Schulze;Sigrid;14;7; 10 ;  
Schulze;Tobias;13;3; 10 ;  
Schumacher;Heinz;;;;187
Schumacher;Manfred;23;11; 7 ;  
Schumacher;Markus;22;;;142
Schumacher;Ulrich;26;10; 1 ;  
Schumann;Dieter;;;;193
Schumann;Ingo Martin Gerhard;20;13; 6 ;  
Schumann;Robert;22;12; 5 ;  
Schümann;Jörg;4;;;232
Schummer;Uwe;6;10; 43 ;112
Schünemann;Perdita;15;3; 4 ;  
Schurer;Ewald;29;2; 9 ;214
Schurr;Manfred;24;1; 3 ;  
Schüßler;Sigrid;22;2; 4 ;  
Schuster;Alfred;29;2; 55 ;  
Schuster;Armin;6;;;282
Schuster;Marina;17;2; 6 ;246
Schuster;Peter;3;2; 39 ;  
Schuster;Thorsten;22;6; 5 ;21
Schütten;Rainer;29;10; 73 ;  
Schütz;Daniel;3;2; 40 ;  
Schützinger;Jürgen;22;1; 1 ;286
Schützinger;Rudolf;22;1; 8 ;280
Schwab;Angelika;21;10; 3 ;  
Schwabe;Frank;29;10; 43 ;122
Schwall-Düren;Dr. Angelica Klara;29;10; 2 ;128
Schwan;Stefan;4;;;138
Schwanholz;Dr. Martin;29;9; 13 ;40
Schwanitz;Rolf;29;13; 3 ;167
Schwartze;Stefan;29;10; 28 ;134
Schwarz;Andreas;29;2; 29 ;236
Schwarz;Andreas;4;;;262
Schwarz;Dr. Caroline;3;2; 3 ;219
Schwarz;Dr. Christian;8;2; 52 ;  
Schwarz;Jan;29;9; 47 ;  
Schwarz;Maria Viktoria;7;2; 7 ;  
Schwarz;Michael;6;11; 30 ;  
Schwarz;Ulrich;22;;;259
Schwarzelühr-Sutter;Rita;29;1; 16 ;288
Schwarzenberg;Peter Paul Alfons;14;13; 5 ;  
Schwarzer;Frank;13;;;133
Schweer;Daniel;29;9; 57 ;  
Schweickert;Dr. Erik;17;1; 10 ;279
Schweiger;Dr. Hermann;23;2; 4 ;241
Schweitzer;Angelika Elisabeth Christine;20;10; 28 ;  
Schweitzer;Gottfried;20;;;95
Schwenke;Felix;29;7; 31 ;  
Schwerdt;Frank;22;;;193
Schwiderke;Joachim;29;16; 8 ;189
Schwimmbeck;Heinrich;13;;;236
Schwülbe;Enrico;13;;;45
Seebens;Clemens Johann;24;5; 2 ;  
Seeger;Hans-Joachim;13;9; 21 ;  
Seehausen;Valentin;4;;;2
Seel;Manfred;13;;;254
Seelmann;Peter;6;11; 24 ;  
Seemann;Harry;;;;130
Seemann;Wolfgand Josef Emil;23;10; 7 ;  
Seemann-Katz;Ulrike;4;8; 7 ;12
Seestern-Pauly;Matthias;17;9; 13 ;39
Segerath;Norbert;13;;;114
Seibel;Daniela;21;9; 5 ;  
Seidel;Dietrich;22;;;34
Seidel;Horst Gerhard;27;10; 2 ;  
Seidel;Wolfgang;13;;;222
Seidemann;Lothar;14;1; 11 ;280
Seiderer;Dr. Hermann;3;2; 41 ;  
Seidl;Daniela;17;2; 29 ;216
Seif;Detlef;6;10; 50 ;93
Seifert;Berthold;14;2; 2 ;  
Seifert;Dr. Ilja;13;13; 4 ;158
Seiler;Till;4;1; 16 ;287
Seitz;Andreas;23;2; 34 ;229
Selg;Petra;4;;;293
Selke-Witzel;Jürgen;4;;;50
Selle;Johannes;6;16; 9 ;191
Selzener;Markus;17;10; 57 ;141
Sendker;Reinhold;6;;;131
Senftleben;Mieke;17;;;78
Senger-Schäfer;Kathrin;13;11; 2 ;208
Sengül;Alisan;13;;;146
Sensburg;Dr. Patrick;6;;;148
Serway;Wolfgang;20;1; 11 ;  
Sharma;Raju;13;15; 2 ;  
Siade;Waltraud;;;;226
Sieber;Thomas;3;2; 43 ;  
Siebert;Bernd;6;7; 4 ;171
Siegel;Hendrik Gerd;17;15; 8 ;9
Siegert;Christine;6;14; 11 ;  
Siegert;Harry;13;;;188
Sieghart;Udo;22;;;247
Siegmund;Andreas;;;;67
Siekiera;Iris Ursula Elisabeth;29;9; 31 ;  
Sieling;Dr. Carsten Günter Erich;29;5; 3 ;55
Siemen;Melanie;6;15; 25 ;  
Siemsen;Sabine;13;2; 21 ;  
Siethoff;Michael;21;10; 2 ;151
Sievers;Gudrun;23;9; 3 ;  
Siewert;Wolfgang;4;;;72
Sikora;Kosima;16;2; 2 ;  
Silberhorn;Thomas;8;;;236
Simm;Herbert;6;1; 16 ;  
Simmermann;Martin;13;12; 6 ;  
Simmling;Werner;17;1; 14 ;263
Singhammer;Johannes;8;2; 8 ;218
Singler;Eugenia;6;1; 46 ;  
Sitte;Christopher;17;11; 20 ;  
Sitte;Dr. Petra;13;14; 1 ;73
Skudelny;Judith;17;1; 12 ;262
Slaugh;Hannelore;21;7; 9 ;  
Slave;Günter Paul;20;13; 1 ;161
Snelinski;Oliver;;;;87
Sokolowski;Peter;4;;;27
Söllner;Karl;29;2; 37 ;233
Solms-Hohensolms-Lich Prinz zu;Dr. Hermann Otto;17;7; 2 ;174
Sommer;Lothar;;;;61
Sommer;Volker Christoph;23;16; 11 ;  
Sommerau;Bernd;;;;60
Sommermeyer;Elke;17;7; 22 ;  
Sonnenberg-Westeson;Christoph;4;;;79
Sonner;Sebastian;23;2; 9 ;  
Sossna;Sina;17;10; 44 ;  
Spahn;Jens;6;;;125
Spangenberg;Dr. Günther;19;4; 3 ;  
Späth;Alois;;;;234
Spatz;Joachim;17;2; 8 ;251
Spauke;Heiko;14;13; 4 ;  
Specht;Tobias;4;;;257
Spehr;Dr. Christoph Marcel;13;5; 8 ;  
Speicher;Albert;13;12; 5 ;  
Spethmann-Berssenbrügge;Viviane;6;6; 7 ;  
Spiering;Rainer;29;9; 26 ;39
Spieß;Richard;13;2; 8 ;233
Spieth;Frank;13;;;193
Spieth;Hans;2;1; 4 ;  
Spinner;Anita;23;;;276
Spinrath;Norbert;29;10; 58 ;90
Spitz;Rolf;29;2; 23 ;257
Spitz;Wolfgang;6;11; 28 ;  
Spönlein;Lars;22;10; 7 ;  
Sporer;Ernst;4;;;175
Spöri;Uta;13;1; 9 ;281
Sprodowski;Heinz-Günter;1;1; 10 ;  
Stäbler;Maren;6;1; 60 ;  
Stadie;Matthias;14;8; 3 ;  
Stadler;Dr. Maximilian;17;2; 2 ;229
Staffeldt;Torsten Heiko;17;5; 1 ;55
Stahl;Christian;6;7; 30 ;  
Staib;Rainer;6;1; 48 ;  
Stalleicher;Josef;5;7; 9 ;  
Stalleicken;Martina;20;10; 11 ;  
Stamm;Markus;23;10; 8 ;  
Stamm;Thomas;13;16; 14 ;  
Stamm-Fibich;Martina;29;2; 38 ;242
Stanglmaier;Dr. Michael;4;;;215
Stapel;Eduard;4;;;67
Staratschek;Felix Johannes;23;10; 9 ;100
Stark-Watzinger;Bettina;17;7; 9 ;181
Staszewski;Alina;14;2; 10 ;  
Stauch;Detlev;14;16; 2 ;  
Stauche;Carola;6;16; 6 ;196
Staudenhöchtl;Peter;14;2; 12 ;  
Staudt;Alfred;29;12; 6 ;  
Stauffer;Horst;23;11; 13 ;  
Stawitz;Ingo;22;15; 4 ;7
Steck;Britta;4;11; 7 ;201
Stefanutti-Bscheidl;Anna-Elisabeth;3;;;225
Steffel;Dr. Frank;6;3; 4 ;78
Steffen;Sonja Amalie;29;8; 2 ;15
Steidle;Manfred;13;;;269
Steiger;Günther;3;2; 44 ;  
Steigert;Marco Klaus Willy;14;11; 4 ;208
Stein;Dr. Dieter;20;7; 6 ;  
Stein;Horst-Peter;17;;;59
Stein;Kevin;22;;;1
Stein;Peter;6;8; 7 ;14
Stein;Uli;23;1; 10 ;  
Steinbach;Erika;6;7; 3 ;183
Steinberg;Wilfried;14;4; 1 ;  
Steinbiß;Holger;22;;;145
Steinbrück;Peer;29;10; 3 ;105
Steinecke;Dieter;29;9; 20 ;32
Steiner;Dorothea;4;9; 3 ;40
Steinheuer;Christina Theresa;17;11; 13 ;199
Steinke;Lilli;1;1; 9 ;  
Steinle;Frank-Thomas;15;2; 14 ;  
Steinleitner;Alfred;22;;;227
Steinmeier;Dr. Frank-Walter;29;4; 1 ;61
Steinmeyer;Sven;;;;220
Steinwender;Tom;4;11; 12 ;  
Stengel;Frank Alfred;18;;;257
Stenglein;Claus;29;2; 39 ;240
Stephan;Margitta Gisela;;;;257
Stephany;André;6;1; 51 ;  
Steppuhn;Andreas;29;14; 6 ;69
Sterk;Stephan Peter;15;2; 9 ;  
Stetten von;Christian Alexander;6;;;268
Steup;Christian;22;11; 3 ;84
Stiefel;Hendrik;26;16; 6 ;  
Stier;Dieter;6;14; 7 ;74
Stier;Franziska;13;1; 11 ;287
Stierlin;Frank Joachim;20;10; 25 ;  
Stiewe;Hauke;;;;84
Stiffel;Sebastian;26;8; 1 ;  
Stinner;Dr. Rainer;17;2; 3 ;219
Stöber;Sebastian;22;;;37
Stöckel;Daniel;23;1; 8 ;  
Stöckel;Volker;;;;40
Stockert;Madeleine;20;11; 1 ;208
Stockhausen von;Hans-Achim;17;10; 53 ;133
Stockschläger;Hans Joachim;17;10; 26 ;110
Stodt-Kirchholtes;Christiane;4;15; 7 ;  
Stoll;Matthias;26;9; 4 ;  
Stoltenberg;Peter;4;;;8
Stompfe;Phillip;6;7; 35 ;  
Storjohann;Gero;6;15; 5 ;8
Storm;Andreas;6;7; 5 ;186
Stoßno;Axel;17;2; 39 ;  
Stossun;Veronika;13;;;270
Stracke;Stephan;8;;;257
Strässer;Christoph;29;10; 8 ;130
Stratmann;Hanna Bettina;13;;;203
Straub;Stefan;13;;;289
Straubinger;Max;8;;;230
Strauchmann;Rüdiger Wilhelm;13;15; 8 ;  
Strausdat;Axel;13;5; 6 ;  
Strebl;Matthäus;8;2; 20 ;  
Strehl;Dietmar;4;;;59
Strehlke;Reinhard;29;2; 33 ;256
Streitle;Ludwig;14;2; 19 ;  
Strengmann-Kuhn;Wolfgang;4;7; 6 ;181
Strenz;Karin;6;8; 5 ;12
Strickner;Gerald;5;2; 3 ;223
Striegel;Sebastian;4;14; 4 ;  
Striewe;Friedbert;4;;;153
Ströbele;Hans-Christian;4;;;84
Strobl;Thomas;6;1; 5 ;267
Stroedter;Jörg Klaus Hartmut;29;3; 6 ;78
Strothmann;Lena;6;10; 15 ;133
Strub;Nikolai;;;;8
Strube;Walter;6;8; 11 ;  
Strüker;Udo;13;;;138
Strutz;Pamela;13;10; 23 ;  
Struzyna;Joachim;20;1; 9 ;291
Struzyna;Susanne;20;1; 6 ;  
Stüber;Sabine Ursula;13;4; 9 ;58
Stübgen;Michael;6;4; 2 ;66
Stünker;Joachim;29;9; 16 ;35
Sturm;Erich Walter;26;5; 1 ;  
Sturm;Jan;22;3; 4 ;83
Sturm;Ulrike;4;;;269
Stürtz;Heinrich;13;;;278
Stützer;Tobias;13;;;286
Stüwe;Arvid;26;9; 7 ;  
Suchanek;Astrid;21;1; 3 ;  
Suding;Katja;17;6; 6 ;20
Sudmann;Heike;13;6; 3 ;  
Sudmann;Wilhelm;22;;;26
Sühl;Dr. Klaus;13;13; 10 ;161
Suhr;Stefan;22;8; 9 ;  
Sulzmann;Peter;29;7; 37 ;  
Summerer;Christa;3;2; 45 ;  
Sünder;Claudia;29;;;270
Susemichel;Ralf;29;7; 38 ;  
Susemihl;Dirk;22;;;17
Süßenbach;Lydia;24;2; 12 ;  
Süßmair;Alexander;13;2; 6 ;252
Sütterlin-Waack;Dr. Sabine;6;15; 13 ;  
Swillus-Knöchel;Cornelia;13;;;121
Symann;Malte Maximilian Andreas Gabriel;8;2; 59 ;  
Syré;Jan;17;4; 6 ;62
Szymanska;Dorota;4;;;48
Tabillion;Dr. Rainer ;29;12; 4 ;298
Tack;Kerstin;29;9; 27 ;42
Tackmann;Dr. Kirsten;13;4; 3 ;57
Tandetzke;Roland;14;10; 15 ;  
Tangeten;Martin;;;;56
Tartz;Jürgen;16;;;80
Tauber;Dr. Peter;6;7; 13 ;180
Tauscher;Dr. Ludwig;6;11; 15 ;207
Tausend;Claudia;29;2; 22 ;219
Tegel;Adolf;21;7; 4 ;  
Teichmann;Gabriele;29;1; 23 ;276
Teiser;Michael;6;5; 2 ;  
Tempel;Frank;13;16; 4 ;195
Tendler;Dietmar;29;10; 71 ;98
Terpe;Dr. Harald;4;8; 1 ;14
Terwiesche;Dr. Michael;17;10; 38 ;115
Teske;Uwe;;;;155
Tetzner;Philipp;14;2; 18 ;  
Teuchner;Jella;29;2; 18 ;229
Thalheim;Hendrik;13;;;156
Thanheiser;Evi Manuela;29;2; 51 ;  
Thannheimer;Claudia;6;1; 24 ;  
Thau;Monika;21;10; 1 ;  
Theis;Klaus;23;11; 8 ;  
Theißen;Andreas;22;8; 6 ;  
Theißen;Roswitha;22;;;116
Theißen;Rudi Frank;22;;;117
Thiedemann;Renate;29;15; 12 ;  
Thiel;Margret;23;10; 6 ;  
Thiele;Carl-Ludwig;17;9; 1 ;40
Thieme;Axel;22;10; 5 ;143
Thierse;Wolfgang;29;3; 1 ;77
Thiery;Gabriele;6;12; 21 ;  
Thies;Andreas Georg;29;9; 36 ;  
Thiesen;Bodo;26;11; 7 ;  
Thiesen;Holger;;;;4
Thießen;Jörn;29;15; 8 ;3
Thom;Sebastian;22;;;79
Thomae;Stephan;17;2; 11 ;256
Thomas;Dr. Steffen;26;4; 2 ;  
Thomas;Frank;;;;51
Thomas;Heiko;4;3; 10 ;77
Thomas;Sascha;13;15; 4 ;11
Thönnes;Franz;29;15; 3 ;8
Thorau;Heinz;21;7; 10 ;  
Thorwart;Liane;15;2; 2 ;254
Throne;Fritz;23;2; 35 ;  
Thul;Hans Peter;6;9; 18 ;47
Thul;Sebastian;29;12; 9 ;  
Thümmel;Udo;14;11; 6 ;  
Tickert;Rolf;20;12; 3 ;  
Tiede;Richard;27;9; 7 ;37
Tiefensee;Wolfgang Erwin Bernhard;29;13; 1 ;154
Tietz;Marcus;22;;;9
Tigges-Friedrichs;Martina;17;9; 12 ;47
Tillmann;Antje;6;16; 2 ;193
Timm;Martin;10;3; 9 ;  
Timmermann-Fechter;Astrid;6;10; 40 ;123
Tischner;Markus Albert;8;2; 56 ;  
Tittmann;Dirk;22;;;126
Tjarks;Anjes;4;6; 4 ;23
Todtenhausen;Manfred;17;10; 22 ;103
Tolksdorf;Stefan;5;3; 5 ;86
Toncar;Florian;17;1; 8 ;260
Tönhardt;Manuela;22;3; 3 ;87
Töpfer;Edeltraut;6;3; 9 ;87
Topka;Bernd;23;;;288
Tören;Serkan;17;9; 8 ;31
Tornau;Birgit;6;10; 56 ;  
Träger;Stefan;22;;;68
Tralau;Gesa;29;15; 7 ;10
Trautsch;Patrick;22;;;196
Träxler;Gerhard;3;2; 46 ;  
Trendelenburg;Angelika;20;14; 6 ;  
Trenkenschuh;Victor;;;;98
Trenkle;Heiko;14;1; 6 ;281
Tressel;Markus;4;12; 1 ;  
Trinklein;Gert;17;7; 26 ;  
Trittin;Jürgen;4;9; 2 ;54
Trobentar;Jürgen;8;2; 35 ;  
Troff-Schaffarzyk;Anja Gerlinde;29;9; 54 ;  
Troost;Dr. Axel;13;13; 2 ;155
Trost;Andreas;5;13; 14 ;  
Tybussek;Artur;6;10; 47 ;96
Überheim;Ralf ;17;9; 19 ;45
Ufermann-Schützinger;Reinhild;22;;;270
Uhl;Dr. Hans-Peter;8;2; 19 ;221
Uhland;Knuth;17;9; 26 ;36
Uhlemann;Jonny Peter;14;13; 7 ;  
Uldahl;Peter;4;;;213
Ullmann;Walter;14;7; 11 ;  
Ullrich;Joachim;27;;;219
Ulmer;Manfred;27;9; 11 ;  
Ulrich;Alexander;13;11; 1 ;210
Ulrich;Günter;22;;;182
Ulusoy;Sultan;;;;275
Unfried;Harald;29;2; 21 ;228
Unger;Dr. Frank-Uwe;19;4; 2 ;  
Unruh;Joachim-Friedrich;17;2; 41 ;240
Urbansky;Karin;6;1; 49 ;  
Urbat;Stefan;26;1; 4 ;258
Utz;Herbert;;;;218
Vaatz;Arnold Eugen Hugo ;6;13; 2 ;161
Vachenauer;Dr. Wilhelm;23;2; 36 ;256
Vahlberg;Richard Ludwig Heinrich Karl;22;;;243
Valenta;Philipp;22;14; 8 ;72
Vanek;Ulrich;13;;;34
Veit;Rüdiger;29;7; 4 ;174
Veithen;Valentin;13;;;91
Veltens;Angelo;26;11; 1 ;  
Veltens;Ansgar;26;11; 4 ;  
Vennemann;Benedikt Josef;17;10; 50 ;102
Vetter;Günter;27;9; 12 ;  
Viefeld;Marcus;17;13; 7 ;153
Vierk;Thomas;22;3; 5 ;  
Viesehon;Thomas;6;7; 20 ;168
Violka;Simone;29;13; 8 ;164
Vischer;Regina;4;7; 19 ;  
Vogel;Alexander;17;10; 24 ;94
Vogel;Ines;29;13; 10 ;161
Vogel;Johannes;17;10; 16 ;150
Vogel;Michael;26;6; 1 ;  
Vogel;Sebastian;29;13; 14 ;165
Vogel;Volkmar;6;16; 3 ;195
Vogel-Vitzthum;Susanne;13;15; 5 ;  
Vogelsang;Stefanie;6;3; 3 ;83
Vogelsänger;Jörg;29;4; 7 ;64
Vogler;Kathrin;13;10; 11 ;129
Vogt;Karl-Edmund;23;16; 1 ;189
